doctor_id,specialization,experience_years,performance_rating
D75074,Emergency,4,4.49
D75075,Orthopedics,40,2.38
D75076,Urology,9,4.01
D75077,Gastroenterology,26,2.61
D75078,Neurology,2,2.19
D75079,Neurology,24,2.82
D75080,Emergency,5,3.39
D75081,Pediatrics,1,1.29
D75082,Neurology,35,2.44
D75083,Oncology,7,2.59
D75084,Pediatrics,4,3.41
D75085,Pediatrics,38,4.68
D75086,Emergency,21,4.41
D75087,Orthopedics,9,3.53
D75088,Emergency,26,2.91
D75089,Oncology,1,1.33
D75090,Orthopedics,20,3.25
D75091,Emergency,11,2.04
D75092,Emergency,32,2.68
D75093,Emergency,13,4.02
D75094,Neurology,28,1.14
D75095,Emergency,10,4.68
D75096,Emergency,2,4.2
D75097,Gastroenterology,5,2.17
D75098,Pediatrics,7,3.18
D75099,Pediatrics,33,1.38
D75100,Oncology,7,1.33
D75101,Cardiology,2,1.15
D75102,Oncology,14,4.6
D75103,Neurology,21,1.25
D75104,Neurology,18,2.93
D75105,Neurology,14,1.1
D75106,Urology,13,2.52
D75107,Oncology,19,2.69
D75108,Gastroenterology,21,1.89
D75109,Oncology,30,3.12
D75110,Emergency,35,4.52
D75111,Emergency,32,3.77
D75112,Emergency,18,3.07
D75113,Cardiology,7,2.19
D75114,Gastroenterology,12,1.91
D75115,Gastroenterology,10,4.62
D75116,Neurology,38,2.43
D75117,Emergency,3,4.5
D75118,Urology,9,2.34
D75119,Gastroenterology,7,2.29
D75120,Pediatrics,26,4.62
D75121,Urology,18,3.83
D75122,Gastroenterology,39,2.72
D75123,Gastroenterology,18,3.79
D75124,Cardiology,18,1.37
D75125,Emergency,21,1.7
D75126,Oncology,15,4
D75127,Gastroenterology,6,4.41
D75128,Pediatrics,18,1.56
D75129,Orthopedics,23,3
D75130,Neurology,32,3.21
D75131,Orthopedics,35,1.27
D75132,Cardiology,35,2.08
D75133,Urology,2,2.8
D75134,Gastroenterology,24,4.69
D75135,Emergency,26,3.42
D75136,Cardiology,26,1.87
D75137,Cardiology,4,3.73
D75138,Oncology,22,2.52
D75139,Orthopedics,16,3.55
D75140,Neurology,30,1.04
D75141,Oncology,2,2.71
D75142,Oncology,37,3.83
D75143,Neurology,18,4.08
D75144,Urology,19,4.78
D75145,Oncology,30,2.88
D75146,Neurology,9,4.71
D75147,Cardiology,31,4.23
D75148,Gastroenterology,18,2.84
D75149,Cardiology,5,3.6
D75150,Neurology,10,4.7
D75151,Cardiology,38,2.42
D75152,Gastroenterology,22,4.73
D75153,Pediatrics,40,4.04
D75154,Pediatrics,16,1.47
D75155,Neurology,23,4.26
D75156,Neurology,30,2.19
D75157,Urology,10,1.16
D75158,Gastroenterology,11,3.04
D75159,Neurology,28,4.8
D75160,Oncology,30,4.34
D75161,Cardiology,37,3.31
D75162,Orthopedics,25,4.75
D75163,Oncology,27,2.27
D75164,Neurology,8,2.93
D75165,Cardiology,10,4.35
D75166,Pediatrics,38,1.53
D75167,Orthopedics,34,2.15
D75168,Cardiology,29,3.47
D75169,Orthopedics,17,2.94
D75170,Urology,27,3.15
D75171,Emergency,23,3.2
D75172,Orthopedics,27,1.98
D75173,Gastroenterology,38,4
D75174,Cardiology,10,4.74
D75175,Neurology,16,3.46
D75176,Urology,6,2.32
D75177,Pediatrics,1,4.58
D75178,Orthopedics,25,3.98
D75179,Orthopedics,17,2.69
D75180,Pediatrics,33,1.86
D75181,Emergency,32,4.64
D75182,Neurology,14,4.83
D75183,Oncology,4,2.46
D75184,Oncology,32,3.72
D75185,Cardiology,17,3.17
D75186,Pediatrics,25,4.19
D75187,Urology,14,4.89
D75188,Emergency,6,1.61
D75189,Oncology,11,2.47
D75190,Cardiology,28,4.24
D75191,Orthopedics,9,2.91
D75192,Cardiology,8,2.45
D75193,Pediatrics,30,1.4
D75194,Urology,38,3.5
D75195,Urology,16,3.69
D75196,Orthopedics,20,2.5
D75197,Oncology,10,1.16
D75198,Orthopedics,35,1.17
D75199,Cardiology,7,1.54
D75200,Pediatrics,10,2.29
D75201,Orthopedics,21,1.5
D75202,Urology,30,2.52
D75203,Cardiology,6,3.93
D75204,Urology,34,2.3
D75205,Emergency,12,1.7
D75206,Urology,11,3.31
D75207,Urology,4,3.36
D75208,Cardiology,23,4.58
D75209,Urology,33,3.4
D75210,Urology,33,4
D75211,Emergency,14,1.75
D75212,Urology,2,3.61
D75213,Urology,3,2.95
D75214,Cardiology,18,4.07
D75215,Pediatrics,35,3.13
D75216,Orthopedics,4,3.47
D75217,Emergency,8,1.92
D75218,Orthopedics,7,1.68
D75219,Urology,37,4.84
D75220,Pediatrics,26,3.97
D75221,Orthopedics,11,4.37
D75222,Cardiology,17,3.52
D75223,Emergency,5,1.2
D75224,Neurology,13,2.84
D75225,Orthopedics,20,4.86
D75226,Cardiology,35,3.14
D75227,Pediatrics,18,1.03
D75228,Emergency,14,1.47
D75229,Urology,13,4.8
D75230,Orthopedics,22,4.74
D75231,Pediatrics,13,2.63
D75232,Orthopedics,5,1.69
D75233,Cardiology,25,2.89
D75234,Emergency,15,4.57
D75235,Pediatrics,15,4.81
D75236,Gastroenterology,15,3.14
D75237,Neurology,22,1.92
D75238,Orthopedics,36,4.18
D75239,Pediatrics,21,1.35
D75240,Cardiology,17,4.86
D75241,Cardiology,13,4.32
D75242,Urology,30,1.06
D75243,Urology,16,2.01
D75244,Pediatrics,16,1.58
D75245,Cardiology,35,2.81
D75246,Gastroenterology,2,2.84
D75247,Orthopedics,8,4.05
D75248,Pediatrics,27,2.34
D75249,Gastroenterology,37,2.6
D75250,Orthopedics,5,1.77
D75251,Oncology,28,1.75
D75252,Neurology,5,3.97
D75253,Cardiology,23,3.04
D75254,Gastroenterology,38,3.21
D75255,Oncology,10,1.38
D75256,Gastroenterology,26,4.23
D75257,Oncology,7,2.76
D75258,Cardiology,18,4.35
D75259,Urology,19,3.26
D75260,Pediatrics,2,3.56
D75261,Emergency,25,2.7
D75262,Emergency,24,3.76
D75263,Neurology,3,2.72
D75264,Gastroenterology,6,3.08
D75265,Orthopedics,27,2.77
D75266,Cardiology,21,3.59
D75267,Gastroenterology,18,4.22
D75268,Urology,33,4.69
D75269,Urology,16,4.12
D75270,Urology,21,4.7
D75271,Emergency,37,4.33
D75272,Oncology,2,2.02
D75273,Neurology,2,3.51
D75274,Gastroenterology,39,1.84
D75275,Orthopedics,3,3.65
D75276,Emergency,16,3.84
D75277,Urology,28,1.38
D75278,Emergency,28,4.68
D75279,Emergency,33,3.89
D75280,Neurology,31,4.84
D75281,Pediatrics,20,3.73
D75282,Cardiology,38,4.25
D75283,Gastroenterology,11,4.27
D75284,Oncology,36,1.18
D75285,Gastroenterology,11,2.18
D75286,Pediatrics,39,3.43
D75287,Cardiology,6,1.61
D75288,Urology,31,3.14
D75289,Neurology,38,3.65
D75290,Neurology,35,2.39
D75291,Pediatrics,18,3.03
D75292,Gastroenterology,9,4.35
D75293,Cardiology,28,2.13
D75294,Neurology,3,4.79
D75295,Orthopedics,23,3.53
D75296,Orthopedics,10,4.47
D75297,Pediatrics,5,1.36
D75298,Neurology,2,1.57
D75299,Emergency,25,4.72
D75300,Emergency,23,1.14
D75301,Pediatrics,3,3.83
D75302,Gastroenterology,17,4.11
D75303,Pediatrics,33,4.49
D75304,Gastroenterology,28,4.72
D75305,Oncology,5,2.46
D75306,Urology,23,2.22
D75307,Orthopedics,9,2.31
D75308,Emergency,6,1.13
D75309,Neurology,6,1.52
D75310,Pediatrics,9,4.27
D75311,Cardiology,17,2.82
D75312,Neurology,13,1.27
D75313,Urology,3,3.02
D75314,Cardiology,9,2.16
D75315,Neurology,14,2.98
D75316,Urology,3,4.84
D75317,Cardiology,36,4.07
D75318,Orthopedics,20,4.98
D75319,Emergency,18,4.59
D75320,Pediatrics,1,1.37
D75321,Gastroenterology,20,2.54
D75322,Neurology,29,2.8
D75323,Pediatrics,24,2.73
D75324,Oncology,32,1.58
D75325,Neurology,19,4.29
D75326,Pediatrics,5,3.19
D75327,Gastroenterology,25,3.55
D75328,Neurology,24,4.97
D75329,Orthopedics,40,3.84
D75330,Emergency,28,1.73
D75331,Urology,39,4.79
D75332,Urology,26,1.66
D75333,Pediatrics,27,2.74
D75334,Cardiology,16,3.83
D75335,Pediatrics,11,2.86
D75336,Neurology,27,1.18
D75337,Urology,28,3.18
D75338,Gastroenterology,40,1.28
D75339,Orthopedics,6,2.99
D75340,Neurology,15,2.26
D75341,Oncology,1,4.66
D75342,Orthopedics,36,2.69
D75343,Urology,17,4.05
D75344,Cardiology,8,2.22
D75345,Cardiology,24,2.55
D75346,Oncology,39,2.87
D75347,Neurology,23,3.34
D75348,Orthopedics,35,1.83
D75349,Neurology,26,2.9
D75350,Neurology,11,2.24
D75351,Orthopedics,28,2.77
D75352,Gastroenterology,6,3.4
D75353,Cardiology,37,2.71
D75354,Pediatrics,25,1.29
D75355,Pediatrics,10,2.52
D75356,Gastroenterology,33,1.46
D75357,Gastroenterology,25,4.5
D75358,Orthopedics,1,2.21
D75359,Gastroenterology,14,3.69
D75360,Urology,11,4.94
D75361,Orthopedics,26,2.37
D75362,Emergency,39,1.44
D75363,Pediatrics,4,1.28
D75364,Orthopedics,14,3.66
D75365,Pediatrics,28,4.16
D75366,Neurology,8,3.23
D75367,Gastroenterology,23,4.55
D75368,Orthopedics,28,2.63
D75369,Neurology,40,2.07
D75370,Gastroenterology,22,1.02
D75371,Oncology,18,4.08
D75372,Pediatrics,10,4.25
D75373,Gastroenterology,36,2.25
D75374,Urology,7,4.51
D75375,Gastroenterology,16,1.75
D75376,Orthopedics,39,4.83
D75377,Orthopedics,3,3.21
D75378,Neurology,4,1.02
D75379,Orthopedics,40,2.57
D75380,Oncology,15,1.22
D75381,Pediatrics,35,1.06
D75382,Urology,6,1.92
D75383,Orthopedics,2,1.92
D75384,Oncology,17,1.34
D75385,Emergency,13,4.74
D75386,Neurology,24,2.55
D75387,Urology,14,2.68
D75388,Orthopedics,8,1.49
D75389,Pediatrics,10,2.98
D75390,Oncology,28,2.31
D75391,Emergency,33,4.08
D75392,Urology,27,4.77
D75393,Emergency,2,3.11
D75394,Urology,36,3.66
D75395,Pediatrics,23,3.6
D75396,Urology,32,3.34
D75397,Pediatrics,11,3.81
D75398,Orthopedics,24,3.82
D75399,Urology,15,4.53
D75400,Orthopedics,25,3.9
D75401,Gastroenterology,22,3.03
D75402,Oncology,23,4.85
D75403,Orthopedics,1,4.97
D75404,Urology,22,2.23
D75405,Urology,26,3.07
D75406,Cardiology,20,4.09
D75407,Cardiology,10,4.63
D75408,Orthopedics,13,3.91
D75409,Urology,21,4.66
D75410,Cardiology,25,1.35
D75411,Orthopedics,16,1.54
D75412,Pediatrics,15,3.48
D75413,Orthopedics,5,4
D75414,Cardiology,24,4.66
D75415,Urology,27,2.54
D75416,Neurology,34,2.15
D75417,Emergency,40,2.15
D75418,Neurology,1,2.69
D75419,Neurology,34,4.17
D75420,Neurology,26,2.43
D75421,Neurology,12,1.72
D75422,Orthopedics,9,3.45
D75423,Emergency,33,3.25
D75424,Urology,40,4.76
D75425,Orthopedics,27,2.22
D75426,Urology,7,4.62
D75427,Emergency,23,1.52
D75428,Gastroenterology,28,3.31
D75429,Gastroenterology,33,1.93
D75430,Oncology,15,4.29
D75431,Orthopedics,35,3.15
D75432,Cardiology,25,1.19
D75433,Oncology,21,3.77
D75434,Pediatrics,5,4.13
D75435,Neurology,33,1.83
D75436,Gastroenterology,24,4.56
D75437,Neurology,31,4.68
D75438,Emergency,18,2.82
D75439,Emergency,31,3.53
D75440,Oncology,3,1.05
D75441,Pediatrics,34,4.69
D75442,Oncology,24,2.41
D75443,Pediatrics,30,4.92
D75444,Orthopedics,11,2.38
D75445,Urology,31,2.88
D75446,Neurology,26,4.83
D75447,Urology,26,3.7
D75448,Emergency,38,3.2
D75449,Urology,37,3.62
D75450,Oncology,26,3.66
D75451,Pediatrics,20,2.81
D75452,Emergency,21,1.58
D75453,Urology,13,4.55
D75454,Emergency,18,4.32
D75455,Emergency,40,1.75
D75456,Pediatrics,26,3.09
D75457,Oncology,2,2.29
D75458,Neurology,17,1.49
D75459,Oncology,26,3.41
D75460,Cardiology,38,3.41
D75461,Oncology,31,2.12
D75462,Orthopedics,21,2.52
D75463,Urology,33,3.35
D75464,Orthopedics,12,2.71
D75465,Cardiology,6,2.75
D75466,Cardiology,23,1.74
D75467,Cardiology,15,3.47
D75468,Cardiology,25,4.8
D75469,Oncology,38,2.88
D75470,Gastroenterology,31,2.28
D75471,Cardiology,7,1.32
D75472,Urology,29,4.84
D75473,Urology,32,3.34
D75474,Emergency,27,1.21
D75475,Gastroenterology,8,3.2
D75476,Gastroenterology,5,4.68
D75477,Orthopedics,8,1.01
D75478,Urology,32,1.06
D75479,Neurology,6,3.86
D75480,Emergency,28,4.15
D75481,Orthopedics,19,4.4
D75482,Urology,32,3.26
D75483,Cardiology,17,3.87
D75484,Pediatrics,24,1.02
D75485,Orthopedics,11,1.67
D75486,Cardiology,12,4.92
D75487,Oncology,25,1.72
D75488,Emergency,39,4.15
D75489,Pediatrics,8,4.87
D75490,Gastroenterology,27,1.02
D75491,Orthopedics,8,3.38
D75492,Urology,26,1.61
D75493,Cardiology,36,4.94
D75494,Gastroenterology,21,2.23
D75495,Emergency,18,2.19
D75496,Emergency,17,2.54
D75497,Gastroenterology,24,2.88
D75498,Orthopedics,23,1.4
D75499,Urology,15,4.23
D75500,Emergency,40,3.06
D75501,Orthopedics,13,2.03
D75502,Urology,25,3.48
D75503,Gastroenterology,40,2.72
D75504,Orthopedics,5,4.13
D75505,Urology,39,3
D75506,Cardiology,5,2.64
D75507,Emergency,14,2.15
D75508,Gastroenterology,1,4.61
D75509,Oncology,35,3.67
D75510,Oncology,17,1.54
D75511,Cardiology,25,1.95
D75512,Gastroenterology,20,1.94
D75513,Cardiology,33,2.78
D75514,Urology,17,1.01
D75515,Gastroenterology,32,4.17
D75516,Oncology,27,1.71
D75517,Emergency,31,2.35
D75518,Oncology,17,1.96
D75519,Orthopedics,23,2.42
D75520,Cardiology,9,2.99
D75521,Cardiology,5,2.34
D75522,Gastroenterology,38,2.25
D75523,Gastroenterology,33,3.63
D75524,Gastroenterology,3,2.36
D75525,Gastroenterology,27,2.12
D75526,Urology,22,4.85
D75527,Emergency,21,2.95
D75528,Cardiology,13,1.86
D75529,Orthopedics,30,1.21
D75530,Neurology,29,2.04
D75531,Emergency,13,2.63
D75532,Oncology,19,2.09
D75533,Urology,25,4.47
D75534,Gastroenterology,38,4.1
D75535,Oncology,13,4.13
D75536,Gastroenterology,25,2.02
D75537,Neurology,34,1.44
D75538,Cardiology,39,2.1
D75539,Orthopedics,28,1.97
D75540,Cardiology,7,4.81
D75541,Orthopedics,21,3.49
D75542,Emergency,25,2.78
D75543,Gastroenterology,3,4.51
D75544,Orthopedics,39,4.87
D75545,Cardiology,15,1.76
D75546,Orthopedics,36,4.82
D75547,Neurology,17,1.97
D75548,Emergency,20,2.96
D75549,Neurology,1,4.92
D75550,Pediatrics,21,4.06
D75551,Cardiology,13,2.88
D75552,Oncology,1,1.32
D75553,Oncology,1,1.82
D75554,Emergency,27,4.38
D75555,Neurology,10,1.85
D75556,Neurology,22,4.82
D75557,Neurology,3,1.68
D75558,Neurology,29,2.35
D75559,Pediatrics,20,3.39
D75560,Orthopedics,18,2.85
D75561,Cardiology,13,3.85
D75562,Neurology,14,3.03
D75563,Urology,1,2.72
D75564,Urology,32,4.41
D75565,Gastroenterology,16,4.18
D75566,Gastroenterology,21,3.56
D75567,Oncology,27,2.5
D75568,Cardiology,22,4.84
D75569,Urology,11,1.49
D75570,Emergency,10,2.56
D75571,Cardiology,20,3.94
D75572,Oncology,38,2.41
D75573,Gastroenterology,33,1.03
D75574,Pediatrics,29,1.03
D75575,Emergency,39,1.5
D75576,Emergency,6,1.44
D75577,Orthopedics,13,3.05
D75578,Neurology,34,3.6
D75579,Cardiology,12,3.99
D75580,Orthopedics,21,4.48
D75581,Gastroenterology,6,2.24
D75582,Pediatrics,8,3.68
D75583,Emergency,27,2.34
D75584,Pediatrics,18,1.37
D75585,Orthopedics,33,2.69
D75586,Oncology,22,2.2
D75587,Emergency,6,1.57
D75588,Gastroenterology,39,3.78
D75589,Urology,17,4.5
D75590,Gastroenterology,7,2.05
D75591,Oncology,2,1.51
D75592,Oncology,15,2.76
D75593,Neurology,40,3.34
D75594,Orthopedics,31,2.7
D75595,Emergency,10,3.94
D75596,Urology,3,2.61
D75597,Orthopedics,1,4
D75598,Pediatrics,40,4.16
D75599,Urology,18,1.71
D75600,Orthopedics,6,4.9
D75601,Oncology,40,2.89
D75602,Emergency,24,2.44
D75603,Urology,10,4.39
D75604,Gastroenterology,37,4.57
D75605,Urology,8,1.88
D75606,Oncology,25,4.35
D75607,Orthopedics,3,1.32
D75608,Pediatrics,23,4.02
D75609,Orthopedics,25,2.23
D75610,Urology,39,2.08
D75611,Neurology,9,4.65
D75612,Orthopedics,7,1.71
D75613,Orthopedics,32,1.6
D75614,Orthopedics,22,4
D75615,Urology,8,4.86
D75616,Cardiology,16,2.4
D75617,Oncology,25,3.75
D75618,Cardiology,22,4.64
D75619,Oncology,27,4.94
D75620,Oncology,14,2.39
D75621,Cardiology,15,1.23
D75622,Gastroenterology,36,1.06
D75623,Pediatrics,13,2.07
D75624,Pediatrics,24,3.69
D75625,Oncology,4,3.38
D75626,Gastroenterology,21,3.47
D75627,Gastroenterology,27,3.34
D75628,Cardiology,31,1.19
D75629,Urology,19,1.36
D75630,Oncology,18,2.96
D75631,Neurology,6,2.8
D75632,Oncology,10,1.16
D75633,Emergency,8,3.91
D75634,Pediatrics,20,1.21
D75635,Cardiology,4,4.47
D75636,Urology,4,1.38
D75637,Neurology,11,3.76
D75638,Gastroenterology,8,1.37
D75639,Urology,19,2
D75640,Neurology,33,4.72
D75641,Oncology,21,3.72
D75642,Orthopedics,17,2.68
D75643,Orthopedics,38,2.04
D75644,Urology,21,3.85
D75645,Urology,11,1.42
D75646,Oncology,25,1.58
D75647,Pediatrics,1,3.86
D75648,Emergency,23,1.39
D75649,Pediatrics,3,2.3
D75650,Pediatrics,18,1.01
D75651,Emergency,12,4.9
D75652,Orthopedics,6,1.64
D75653,Oncology,19,3.44
D75654,Pediatrics,8,3.69
D75655,Cardiology,12,3.76
D75656,Cardiology,23,2.04
D75657,Emergency,8,2.16
D75658,Cardiology,4,1.26
D75659,Orthopedics,38,3.8
D75660,Oncology,6,2.05
D75661,Urology,27,1.88
D75662,Orthopedics,22,2.32
D75663,Oncology,21,1.94
D75664,Emergency,9,2.49
D75665,Urology,4,2.03
D75666,Cardiology,29,3.16
D75667,Pediatrics,15,2.25
D75668,Gastroenterology,29,2.28
D75669,Orthopedics,33,4.15
D75670,Cardiology,9,3.72
D75671,Oncology,14,2.67
D75672,Oncology,37,2.73
D75673,Gastroenterology,23,3.87
D75674,Orthopedics,29,2.94
D75675,Emergency,27,4.28
D75676,Pediatrics,6,2.72
D75677,Pediatrics,3,4.8
D75678,Urology,39,3.09
D75679,Orthopedics,7,2.8
D75680,Urology,26,3.76
D75681,Oncology,11,4.53
D75682,Emergency,19,1.33
D75683,Gastroenterology,19,1.77
D75684,Oncology,14,2.91
D75685,Neurology,5,2.07
D75686,Orthopedics,20,3.45
D75687,Pediatrics,9,4.87
D75688,Pediatrics,11,1.66
D75689,Oncology,33,3.66
D75690,Gastroenterology,13,4.49
D75691,Pediatrics,4,4.22
D75692,Orthopedics,36,1.79
D75693,Gastroenterology,28,2.98
D75694,Orthopedics,24,3.96
D75695,Urology,1,2.87
D75696,Pediatrics,19,2.66
D75697,Urology,22,3.73
D75698,Cardiology,16,1.18
D75699,Gastroenterology,22,1.44
D75700,Emergency,38,4.48
D75701,Emergency,24,2.89
D75702,Pediatrics,23,1.51
D75703,Orthopedics,28,4.23
D75704,Emergency,35,1.63
D75705,Neurology,4,4.15
D75706,Cardiology,3,3.99
D75707,Orthopedics,32,2.78
D75708,Pediatrics,17,4.19
D75709,Urology,18,2.81
D75710,Cardiology,10,3.67
D75711,Gastroenterology,31,4.24
D75712,Neurology,36,2.89
D75713,Cardiology,6,2.33
D75714,Emergency,6,4.41
D75715,Neurology,25,2.47
D75716,Orthopedics,16,1.26
D75717,Urology,14,4.49
D75718,Oncology,3,1.62
D75719,Cardiology,23,4.93
D75720,Emergency,2,1.4
D75721,Gastroenterology,1,3.99
D75722,Gastroenterology,15,1.95
D75723,Cardiology,13,3.76
D75724,Orthopedics,15,2.87
D75725,Urology,2,2.56
D75726,Orthopedics,21,3.68
D75727,Gastroenterology,25,2.95
D75728,Orthopedics,5,4.25
D75729,Urology,27,1.95
D75730,Pediatrics,18,1.75
D75731,Orthopedics,28,2.43
D75732,Oncology,31,2.45
D75733,Oncology,31,4.34
D75734,Emergency,22,4.76
D75735,Oncology,28,3.7
D75736,Urology,17,3.03
D75737,Oncology,19,3.28
D75738,Emergency,5,2.3
D75739,Cardiology,16,4.01
D75740,Oncology,31,4.2
D75741,Oncology,18,1.5
D75742,Orthopedics,1,2.38
D75743,Gastroenterology,36,2.15
D75744,Urology,15,4.42
D75745,Urology,4,4.47
D75746,Gastroenterology,35,4.37
D75747,Cardiology,23,4.43
D75748,Gastroenterology,31,4.34
D75749,Neurology,11,2.78
D75750,Neurology,27,3.64
D75751,Pediatrics,38,1.38
D75752,Oncology,5,3.06
D75753,Urology,21,3.98
D75754,Pediatrics,13,2.08
D75755,Oncology,12,2.37
D75756,Oncology,18,3.95
D75757,Orthopedics,25,1.8
D75758,Pediatrics,9,1.72
D75759,Urology,21,1.98
D75760,Cardiology,14,2.47
D75761,Neurology,15,4.61
D75762,Oncology,36,3.83
D75763,Gastroenterology,10,4.26
D75764,Emergency,38,4.52
D75765,Emergency,4,2.54
D75766,Emergency,16,4.26
D75767,Gastroenterology,39,2.15
D75768,Cardiology,33,4.87
D75769,Neurology,38,3.16
D75770,Oncology,11,4.37
D75771,Urology,6,4.28
D75772,Urology,28,4.74
D75773,Orthopedics,10,3.35
D75774,Gastroenterology,32,4.39
D75775,Neurology,10,4.84
D75776,Cardiology,16,2.23
D75777,Neurology,7,1.31
D75778,Oncology,30,1.67
D75779,Orthopedics,33,2.39
D75780,Pediatrics,4,2.31
D75781,Pediatrics,5,1.39
D75782,Oncology,19,4.56
D75783,Oncology,11,3.41
D75784,Urology,36,4.41
D75785,Cardiology,34,1.13
D75786,Orthopedics,11,2.47
D75787,Cardiology,39,2.61
D75788,Orthopedics,15,2.42
D75789,Neurology,5,4.53
D75790,Orthopedics,7,2.93
D75791,Orthopedics,11,2.82
D75792,Gastroenterology,31,4.96
D75793,Gastroenterology,21,2.21
D75794,Urology,19,2.08
D75795,Emergency,13,2.09
D75796,Pediatrics,30,1.17
D75797,Oncology,22,4.2
D75798,Neurology,40,2.28
D75799,Pediatrics,15,4.99
D75800,Pediatrics,18,1.27
D75801,Neurology,35,3.25
D75802,Cardiology,18,3.62
D75803,Urology,7,3.59
D75804,Emergency,31,2.14
D75805,Emergency,3,3.21
D75806,Orthopedics,35,4.48
D75807,Neurology,8,1.25
D75808,Neurology,29,2.43
D75809,Orthopedics,38,3.11
D75810,Urology,15,3.89
D75811,Pediatrics,2,2
D75812,Urology,6,4.25
D75813,Gastroenterology,13,3.58
D75814,Urology,15,1.38
D75815,Gastroenterology,16,3.63
D75816,Oncology,23,3.76
D75817,Orthopedics,39,3.74
D75818,Oncology,39,3.44
D75819,Pediatrics,22,4.04
D75820,Cardiology,18,2.61
D75821,Emergency,4,1.85
D75822,Oncology,36,4.56
D75823,Pediatrics,20,3.17
D75824,Neurology,14,1.91
D75825,Urology,20,2.82
D75826,Gastroenterology,11,4.42
D75827,Oncology,1,1.67
D75828,Urology,6,4.28
D75829,Urology,16,1.53
D75830,Oncology,36,3.97
D75831,Gastroenterology,24,4.59
D75832,Pediatrics,11,3.21
D75833,Neurology,2,1.12
D75834,Gastroenterology,24,2.21
D75835,Emergency,4,1.47
D75836,Pediatrics,2,4.15
D75837,Cardiology,40,4
D75838,Gastroenterology,9,1.42
D75839,Gastroenterology,40,1.5
D75840,Gastroenterology,19,1.52
D75841,Cardiology,39,2.4
D75842,Emergency,18,1.64
D75843,Gastroenterology,9,2.88
D75844,Neurology,29,1.12
D75845,Gastroenterology,17,4
D75846,Orthopedics,40,3.05
D75847,Cardiology,5,4.01
D75848,Urology,39,2.91
D75849,Cardiology,27,1.26
D75850,Orthopedics,15,1.93
D75851,Orthopedics,25,1.28
D75852,Oncology,21,1.59
D75853,Orthopedics,40,3.52
D75854,Gastroenterology,27,3.98
D75855,Urology,23,1.36
D75856,Gastroenterology,18,1.1
D75857,Pediatrics,14,3.91
D75858,Neurology,13,1.96
D75859,Emergency,21,4.62
D75860,Oncology,26,2.28
D75861,Orthopedics,34,2.34
D75862,Oncology,7,1.34
D75863,Emergency,2,4.41
D75864,Cardiology,14,3.72
D75865,Emergency,8,2.4
D75866,Emergency,28,4.31
D75867,Cardiology,10,4.45
D75868,Gastroenterology,34,3.27
D75869,Pediatrics,19,1.27
D75870,Neurology,29,3.47
D75871,Emergency,16,4.24
D75872,Cardiology,33,4.1
D75873,Orthopedics,6,3.91
D75874,Oncology,12,2.66
D75875,Emergency,27,1.95
D75876,Orthopedics,1,2.44
D75877,Orthopedics,19,4.46
D75878,Orthopedics,24,2.04
D75879,Neurology,26,3.01
D75880,Gastroenterology,7,3.05
D75881,Orthopedics,7,1.39
D75882,Gastroenterology,23,2.92
D75883,Emergency,38,3.78
D75884,Gastroenterology,8,4.41
D75885,Pediatrics,6,1.41
D75886,Pediatrics,1,3.47
D75887,Oncology,1,4.92
D75888,Pediatrics,25,2.03
D75889,Gastroenterology,13,4.05
D75890,Neurology,25,1.3
D75891,Oncology,37,2.88
D75892,Gastroenterology,16,4.97
D75893,Emergency,15,2.61
D75894,Cardiology,35,3.86
D75895,Pediatrics,39,2.59
D75896,Oncology,11,3.64
D75897,Pediatrics,22,2.22
D75898,Pediatrics,19,2.57
D75899,Orthopedics,37,2.57
D75900,Urology,4,2.79
D75901,Emergency,25,2.91
D75902,Pediatrics,40,4
D75903,Orthopedics,6,2.69
D75904,Cardiology,27,1.38
D75905,Neurology,2,3.52
D75906,Urology,11,4.96
D75907,Orthopedics,38,3.67
D75908,Orthopedics,10,2.06
D75909,Oncology,21,2.98
D75910,Oncology,18,1.26
D75911,Cardiology,36,3.4
D75912,Cardiology,6,4.57
D75913,Neurology,16,4.91
D75914,Emergency,19,2.39
D75915,Cardiology,31,1.65
D75916,Oncology,17,3.07
D75917,Emergency,12,4.67
D75918,Cardiology,20,4.31
D75919,Cardiology,24,4.58
D75920,Gastroenterology,9,2.47
D75921,Oncology,22,2.98
D75922,Emergency,30,4.52
D75923,Urology,7,3.67
D75924,Urology,15,4.83
D75925,Neurology,1,2.73
D75926,Emergency,15,2.94
D75927,Cardiology,18,4.48
D75928,Orthopedics,21,2.13
D75929,Cardiology,1,4.88
D75930,Emergency,11,3.99
D75931,Orthopedics,16,2.22
D75932,Urology,34,2.71
D75933,Orthopedics,16,3.74
D75934,Orthopedics,11,1.59
D75935,Neurology,9,4.68
D75936,Gastroenterology,4,1.55
D75937,Gastroenterology,2,3.41
D75938,Pediatrics,22,1.83
D75939,Oncology,6,3.7
D75940,Emergency,29,2.52
D75941,Neurology,12,1.53
D75942,Pediatrics,5,1.11
D75943,Oncology,18,3.8
D75944,Orthopedics,33,2.41
D75945,Pediatrics,2,2.22
D75946,Pediatrics,23,2.59
D75947,Oncology,33,2.16
D75948,Pediatrics,5,1.69
D75949,Urology,31,4.52
D75950,Neurology,14,4.32
D75951,Emergency,5,1.93
D75952,Gastroenterology,22,1.29
D75953,Neurology,22,4.36
